Cluster,CarCount,BikeCount,BusCount,TruckCount,Total,Hour
0,56.97265625,14.084635416666666,13.86328125,16.1484375,101.06901041666667,12.5078125
1,134.63373083475298,31.379897785349232,33.275979557069846,4.449744463373084,203.73935264054515,11.72572402044293
2,17.873326467559217,4.020597322348094,2.39340885684861,22.424304840370752,46.71163748712667,9.259526261585993
3,98.92461538461538,17.31230769230769,19.950769230769232,13.567692307692308,149.75538461538463,13.452307692307693
